study,Arm,Year,ind_clu,ICC_for_cRCT,Country,Single_multi,Age_mean,Age_sd,Age_n,F_n,Hyp_n,Insomnia diagnosis,Dx,Primary insomnia_n,Comorbidities,Comment,se,sd,cr,th,cw,sr,sc,re,pi,w,dt,ns,he,tg,ind,gp,ff,ae,treatment_component,treatment_group,treatment_binary,duration_weeks,n,r,remission,def_remission_response,scale used,Severity_bl_mean,Severity_bl_sd,Severity_bl_n,Severity_ch_mean,Severity_ch_sd,Severity_ch_n,Severity_ep_mean,Severity_ep_sd,Severity_ep_n,Severity_scale,r_imputed,dropout,SE_mean,SE_sd,SE_n,TST_mean,TST_sd,TST_n,SOL_mean,SOL_sd,SOL_n,WASO_mean,WASO_sd,WASO_n,r_long,remission_long,r_long_scale_used,Severity_mean_long,Severity_sd_long,Severity_n_long,Severity_ch_mean_long,Severity_ch_sd_long,Severity_ch_n_long,r_imputed_long,r_imputed_long_scale_used,r_weeks_long,DropOutRate,Overall
NCT01011218-1,BBTI-Armodafil,2018,individual,*,USA,single,49.1,10.5,9,9,0,2. informal_ISI,2,0,3. phy_cancer,,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+sr+sc+ns+ind+ff,BT,active,2,9,2,*,*,*,16.3,7.4,9,*,*,*,9,6.1,6,ISI,2,7,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,3,4.9,1,*,*,*,1,ISI,32,38.9,H
NCT01011218-1,BP-Armodafil,2018,individual,*,USA,single,46.7,9.2,9,9,0,2. informal_ISI,2,0,3. phy_cancer,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,se+ns,PE,control,2,9,3,*,*,*,14.6,6.3,9,*,*,*,10,6.9,9,ISI,3,0,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,7.6,4.4,9,*,*,*,4,ISI,32,38.9,H
NCT01011218-2,BP-withou armodafil,2018,individual,*,USA,single,50.3,8.6,24,26,0,2. informal_ISI,2,0,3. phy_cancer,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,se+ns,PE,control,2,26,7,*,*,*,12.1,5.4,26,*,*,*,10.5,6.5,22,ISI,7,4,*,*,*,*,*,*,*,*,*,*,*,*,7,*,*,8.1,6.3,16,*,*,*,7,ISI,32,13.5,S
NCT01011218-2,BBTI-without armodafil,2018,individual,*,USA,single,51.5,9,23,26,0,2. informal_ISI,2,0,3. phy_cancer,,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+sr+sc+ns+ind+ff,BT,active,2,26,12,*,*,*,13.5,5.2,26,*,*,*,8,5.7,25,ISI,12,3,*,*,*,*,*,*,*,*,*,*,*,*,8,*,*,7,4.6,14,*,*,*,8,ISI,32,13.5,S
NCT01987089,CBTI,2020,individual,*,USA,single,51.6,10.9,31,3,*,2. informal_ISI,2,0,2. psy_substance_dependence,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+ns+ind+ff,CBT,active,8,31,12,*,*,*,19.7,3.5,31,-10.71,7.414353071,31,8.99,4.9,31,ISI,12,0,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,12.81,4.9,31,-6.89,7.385945588,31,4,ISI,32,0,L
NCT01987089,QDT,2020,individual,*,USA,single,51.5,8.2,32,2,*,2. informal_ISI,2,0,2. psy_substance_dependence,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,sd+ns+ind+ff,PE,control,8,32,9,*,*,*,19,3.7,32,-8.84,5.772406324,32,10.16,4.9,32,ISI,9,0,*,*,*,*,*,*,*,*,*,*,*,*,6,*,*,11.71,4.9,32,-7.29,7.677300411,32,6,ISI,32,0,L
NCT02613364,Educational intervention,2021,individual,*,USA,multi,57,*,251,236,*,1. formal_DSM,1,0,3. phy_cancer,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,dt+ns+ind+ff,TAU,control,8,251,23,*,*,*,15.39,4.39,205,-2.19,4.441378104,185,13.2,4.9,185,ISI,23,66,*,*,*,*,*,*,*,*,*,*,*,*,36,*,*,11.48,4.9,171,-3.91,5.604401624,171,36,ISI,24,28.8,S
NCT02613364,CBTI,2021,individual,*,USA,multi,56,*,238,216,*,1. formal_DSM,1,0,3. phy_cancer,,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+cr+sr+sc+dt+ns+ind+ff,CBT,active,8,238,70,*,*,*,15.57,4.35,198,-7.22,4.75519763,163,8.35,4.9,163,ISI,70,75,*,*,*,*,*,*,*,*,*,*,*,*,70,*,*,7.64,4.9,144,-7.93,4.775597957,144,70,ISI,24,28.8,S
NCT03964974,CBTI-CU,2022,individual,*,USA,multi,36.7,12,30,23,0,2. informal_ISI,2,0,2. psy_substance_dependence,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,*,30,6,*,*,*,17.4,4.5,30,*,*,*,11.2,4.38178046,30,ISI,6,4,*,*,*,*,*,*,*,*,*,*,*,*,18,*,*,6,6.024948133,30,*,*,*,18,ISI,16,15.8,H
NCT03964974,SHE,2022,individual,*,USA,multi,38.7,13.7,27,20,0,2. informal_ISI,2,0,2. psy_substance_dependence,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+ns+ind+ff,PE,control,*,27,3,*,*,*,16.2,3.8,27,*,*,*,12.6,4.156921938,27,ISI,3,5,*,*,*,*,*,*,*,*,*,*,*,*,11,*,*,8.8,5.196152423,27,*,*,*,11,ISI,16,15.8,H
NorellClarke2015,RT,2015,individual,*,Sweden,single,53.7,12.4,32,27,16,1. formal_DSM,1,0,2. psy_MDD,,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,sd+re+dt+ns+gp+ff,RT,active,8,32,3,3,ISI<8,ISI,20.1,3.2,32,*,*,*,14.1,6.2,23,ISI,3,9,*,*,*,344,83,23,35.2,26.4,23,56.3,48.9,23,4,4,ISI,14.4,4.8,20,*,*,*,2,ISI,32,17.2,H
NorellClarke2015,CBT-I,2015,individual,*,Sweden,single,49.3,12.5,32,22,11,1. formal_DSM,1,0,2. psy_MDD,,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,se+sd+cr+cw+sr+sc+dt+ns+gp+ff,CBT,active,8,32,13,13,ISI<8,ISI,18.3,3.4,32,*,*,*,9.7,5.1,30,ISI,10,2,*,*,*,372,86,30,27.5,16.1,30,33.2,43.1,30,12,12,ISI,7.9,5.7,24,*,*,*,11,ISI,32,17.2,H
Okajima2020,tailored+standard BBTI,2020,individual,*,Japan,single,43,11.49,47,17,0,2. informal_ISI,2,47,0. primary_insomnia,,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,se+sd+sr+sc+re+ns+tg+ae,BT,active,2,47,10,*,*,*,11.66,3.51,47,*,*,*,9.82,3.66,36,ISI,9,11,*,*,*,*,*,*,*,*,*,*,*,*,11,*,*,6.66,2.49,17,*,*,*,11,ISI,15,14.1,H
Okajima2020,waitig list,2020,individual,*,Japan,single,40.7,10.9,22,8,0,2. informal_ISI,2,22,0. primary_insomnia,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,w,WL,control,2,22,5,*,*,*,11.68,4.17,22,*,*,*,10.18,4.2,19,ISI,5,3,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,11.5,4,13,*,*,*,2,ISI,14,14.1,H
Okajima2020,self-monitoring,2020,individual,*,Japan,single,43.9,11.3,23,7,0,2. informal_ISI,2,23,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,2,23,4,*,*,*,10.3,3.88,23,*,*,*,10.48,3.58,22,ISI,4,1,*,*,*,*,*,*,*,*,*,*,*,*,6,*,*,8.26,4.5,15,*,*,*,6,ISI,14,14.1,H
Okajima2021,REFRESH,2022,individual,*,Japan,single,19.56,1.86,24,16,*,2. informal_ISI,2,*,1. primary_secondary_mixed,ISI>=10,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,sd+cr+th+sr+sc+re+ns+he+tg,CBT,active,8,24,11,11,ISI<8,ISI,13.63,3.23,24,*,*,*,7.01,3.21,21,ISI,12,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14.6,S
Okajima2021,Self-Monitoring,2022,individual,*,Japan,single,19.56,1.86,24,16,*,2. informal_ISI,2,*,1. primary_secondary_mixed,ISI>=10,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,sd+ns+he+tg,PE,control,8,24,0,0,ISI<8,ISI,14,3.23,24,*,*,*,12.31,3.22,20,ISI,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14.6,S
Ong2018,MBTI,2014,individual,*,USA,single,42.4,*,15,12,0,1. formal_Edinger2004,1,19,0. primary_insomnia,,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,sd+th+sr+sc+ns+gp+ff,CBT,active,8,19,5,5,ISI<8,ISI,18.11,3.7,19,*,*,*,10.27,4.7,15,ISI,4,4,83.79,8.22,15,379.31,64.32,15,*,*,*,*,*,*,7,7,ISI,8,4.61,14,*,*,*,6,ISI,32,15,H
Ong2018,SMC,2014,individual,*,USA,single,45.4,*,16,11,0,1. formal_Edinger2004,1,16,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,8,16,1,1,ISI<8,ISI,15.44,4.3,16,*,*,*,15.5,5.5,16,ISI,1,0,80.76,13.6,16,364.82,83.13,16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,H
Ong2018,MBSR,2014,individual,*,USA,single,41.9,*,13,9,0,1. formal_Edinger2004,1,19,0. primary_insomnia,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,sd+th+ns+gp+ff,CT,active,8,19,6,6,ISI<8,ISI,17.11,4.57,19,*,*,*,10.88,5.82,13,ISI,4,6,84.34,10.55,13,394.06,65.49,13,*,*,*,*,*,*,5,5,ISI,9.83,4.84,13,*,*,*,4,ISI,32,15,H
Ong2020,Arm B,2020,individual,*,USA,multi,53.2,11.1,39,25,0,1. formal_Edinger2004,1,0,3. phy_others,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+ns+ind+ff,CBT,active,8,39,26,26,ISI<8,ISI,17.41,4.98,39,*,*,*,7.5,5,34,ISI,17,5,*,*,*,*,*,*,*,*,*,*,*,*,26,26,ISI,5.76,4.65,34,*,*,*,22,ISI,13,14.1,S
Ong2020,Arm C,2020,individual,*,USA,multi,49.2,15.1,38,18,0,1. formal_Edinger2004,1,0,3. phy_others,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,sd+ns+ind+ff,PE,control,8,39,15,15,ISI<8,ISI,17.74,5.19,38,*,*,*,10.52,5.91,33,ISI,10,6,*,*,*,*,*,*,*,*,*,*,*,*,15,15,ISI,8.73,6.4,33,*,*,*,14,ISI,13,14.1,S
Oswald2022,Control,2022,individual,*,USA,single,59.98,9.58,15,15,*,2. informal_ISI,2,0,3. phy_cancer,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,w+dt,WL,control,6,15,3,3,ISI<8,ISI,17.2,4.95,15,*,*,*,13.33,6.69,14,ISI,3,1,70,19,14,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3.3,S
Oswald2022,Intervention,2022,individual,*,USA,single,56.9,8.91,15,15,*,2. informal_ISI,2,0,3. phy_cancer,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+dt+ns+gp+ff,CBT,active,6,15,6,6,ISI<8,ISI,18.87,4.49,15,*,*,*,7.8,3.75,15,ISI,7,0,83,15,15,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3.3,S
Padron2022,CBTi.p.,2022,individual,*,USA,single,58.9,12.2,18,18,4,3. others,3,0,3. phy_cancer,,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+th+sr+sc+re+dt+ns+ind+ff,CBT,active,6,18,12,12,WASO<30,WASO,2,0.5,18,*,*,*,2.3,0.6,13,other_self_reported_scales,1,3,88,9.1,13,*,*,*,23.1,24.3,13,21,18,13,12,12,WASO,2.3,0.5,13,*,*,*,1,other_self_reported_scale,15,22.9,H
Padron2022,PE,2022,individual,*,USA,single,59.9,10.3,17,17,3,3. others,3,0,3. phy_cancer,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+dt+ns+ind+ff,PE,control,6,17,7,7,WASO<30,WASO,2.1,0.5,17,*,*,*,2.2,0.6,14,other_self_reported_scales,2,5,81.8,7.4,14,*,*,*,33,20.3,14,38.4,25.3,14,7,7,WASO,2.2,0.6,12,*,*,*,1,other_self_reported_scale,15,22.9,H
Palesh2018,BBT-CI,2018,individual,*,USA,multi,50.9,7.91,34,34,18,2. informal_ISI,2,0,3. phy_cancer,,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sr+sc+dt+ns+ind+ff,BT,active,3.5,34,9,*,*,*,15.2,2.975030123,34,*,*,*,9.7,4.9,27,ISI,9,7,*,*,*,*,*,*,*,*,*,*,*,*,9,*,*,8.1,1.325573445,27,*,*,*,9,ISI,7.5,36.6,H
Palesh2018,HEAL,2018,individual,*,USA,multi,53.8,11.17,37,37,12,2. informal_ISI,2,0,3. phy_cancer,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,dt+ns+ind+ff,TAU,control,3.5,37,4,*,*,*,14.5,2.975030123,37,*,*,*,11.6,4.9,18,ISI,4,19,*,*,*,*,*,*,*,*,*,*,*,*,1,*,*,11.3,2.597582846,18,*,*,*,1,ISI,7.5,36.6,H
Palesh2020,BBT-I,2020,individual,*,USA,multi,50.86,9.3,35,37,0,2. informal_other_self_reported_scales,2,0,3. phy_cancer,,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sr+sc+ns+ind+ff,BT,active,6,36,16,*,*,*,14.2,5.87,35,-6.259,*,*,7.941,4.9,35,ISI,16,1,*,*,*,*,*,*,*,*,*,*,*,*,19,*,*,7.105,4.9,35,*,*,*,19,ISI,30,4.1,S
Palesh2020,Sleep education,2020,individual,*,USA,multi,49.4,8.79,35,37,0,2. informal_other_self_reported_scales,2,0,3. phy_cancer,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,se,PE,control,6,37,10,*,*,*,12.74,5.67,35,-2.45,*,*,10.29,4.9,35,ISI,10,2,*,*,*,*,*,*,*,*,*,*,*,*,15,*,*,8.555,4.9,35,*,*,*,15,ISI,30,4.1,S
Patel2017,Control,2017,individual,*,USA,single,64.7,9.5,14,9,0,2. informal_ISI,2,0,3. phy_others,Parkinson,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,se+he,PE,control,6,14,2,*,*,*,15.4,2.9,14,*,*,*,12.2,5.1,14,ISI,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25,H
Patel2017,Case,2017,individual,*,USA,single,63.1,6.8,14,3,0,2. informal_ISI,2,0,3. phy_others,Parkinson,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,sd+th+sr+sc+re+he+ae,CBT,active,6,14,4,*,*,*,15.7,3,14,*,*,*,11.2,5.6,14,ISI,4,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25,H
Perlis2004,M+CBT,2004,individual,*,USA,multi,35,11.7,10,8,0,1. formal_ICSD,1,10,0. primary_insomnia,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+dt+ns+ind+ff,CBT,active,8,10,9,*,*,*,5.8,*,10,*,*,*,5.8,4.1,10,ESS,9,0,*,*,*,359.9,44.1,10,16.4,6.2,10,22.7,29.8,10,*,*,*,*,*,*,*,*,*,*,*,*,10,H
Perlis2004,M+CC,2004,individual,*,USA,multi,42.4,13.8,8,5,0,1. formal_ICSD,1,8,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+dt+ns+ind+ff,PE,control,8,10,6,*,*,*,7.9,*,8,*,*,*,7.8,4.1,8,ESS,6,2,*,*,*,405.4,39.7,8,25.6,28.6,8,54.9,49.4,8,*,*,*,*,*,*,*,*,*,*,*,*,10,H
Perrault2022,TX,2022,individual,*,Canada,single,48.8,17,33,25,0,1. formal_ICSD,1,29,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+ns+gp+ff,CBT,active,8,33,12,12,ISI<8,ISI,17,3.6,33,*,*,*,9.4,4.9,32,ISI,11,1,79.8,14.1,22,374,75,22,23,23.5,22,48,70.4,22,*,*,*,*,*,*,*,*,*,*,*,*,12.9,H
Perrault2022,WL,2022,individual,*,Canada,single,56,15.6,29,22,0,1. formal_ICSD,1,22,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,8,29,1,1,ISI<8,ISI,17.4,4.4,29,*,*,*,17,5,22,ISI,1,7,72.1,12.4,17,350,53.6,17,36,20.6,17,75,53.6,17,*,*,*,*,*,*,*,*,*,*,*,*,12.9,H
Pigeon2017,SH,2017,individual,*,USA,multi,59.9,9.3,14,2,0,2. informal_ISI,2,0,2. psy_MDD,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+ns+ind+ff,PE,control,4,18,2,*,*,*,18.2,3.5,14,*,*,*,15.2,7,14,ISI,2,4,79.2,16.2,14,372.5,126,14,38.5,43.3,14,59.4,48.7,14,3,*,*,12.5,6.6,13,*,*,*,3,ISI,16,25,S
Pigeon2017,CBT-I,2017,individual,*,USA,multi,56.9,10,13,1,0,2. informal_ISI,2,0,2. psy_MDD,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,4,18,2,*,*,*,21.5,3.7,13,*,*,*,13.9,6.1,13,ISI,2,5,87.5,12,13,347.2,119.1,13,17.9,10.2,13,27.4,23.6,13,2,*,*,12.8,6.1,11,*,*,*,2,ISI,16,25,S
Pigeon2019,TAU,2019,individual,*,USA,multi,56.81,10.95,26,5,6,2. informal_ISI,2,0,2. psy_mixed,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,dt+ns+ind+ff,TAU,control,5,27,0,*,*,*,18.23,4.82,26,*,*,*,17.93,4.6,26,ISI,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.4,S
Pigeon2019,CBTi,2019,individual,*,USA,multi,52.79,14.45,24,5,6,2. informal_ISI,2,0,2. psy_mixed,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+dt+ns+ind+ff,CBT,active,5,27,11,*,*,*,18.51,4.31,24,*,*,*,8.16,5.49,24,ISI,11,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.4,S
Pigeon2022,CBTI+CPT,2021,individual,*,USA,single,34.21,10.81,56,54,0,2. informal_ISI,2,0,2. psy_PTSD,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+ns+ind+ff,CBT,active,4,56,8,*,*,*,20.91,3.8,56,*,*,*,12.04,6.09,36,ISI,8,20,*,*,*,*,*,*,*,*,*,*,*,*,21,21,ISI,9.96,8.11,25,*,*,*,10,ISI,16,24.5,H
Pigeon2022,Control+CPT,2021,individual,*,USA,single,36.8,10.92,54,53,0,2. informal_ISI,2,0,2. psy_PTSD,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,sd+ns+ind,PE,control,4,54,1,*,*,*,20.7,4.45,54,*,*,*,18.41,5.34,47,ISI,1,7,*,*,*,*,*,*,*,*,*,*,*,*,10,10,ISI,14.41,6.66,36,*,*,*,5,ISI,16,24.5,H
Pillai2015,CBTI,2015,individual,*,USA,single,53.2,12.2,13,12,*,1. formal_DSM,1,0,2. psy_anxiety,,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,se+sd+cr+th+sr+sc+re+pi+ns+ae,CBT,active,6,19,11,*,*,*,10.5,2.7,13,*,*,*,4.8,2.7,13,ISI,11,4,*,*,*,398.4,62.7,13,22.3,14.4,13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18.8,H
Pillai2015,IC,2015,individual,*,USA,single,44,13.2,9,8,*,1. formal_DSM,1,0,2. psy_anxiety,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,se+sd,PE,control,6,13,4,*,*,*,9.6,3.3,9,*,*,*,8.4,5.1,9,ISI,4,2,*,*,*,403.9,98.8,9,50.6,60.2,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18.8,H
Prados2020,CBTI-P,2020,individual,*,Spain,multi,51.23,5.34,15,19,10,1. formal_DSM,1,0,3. phy_fibromyalgia,,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,cr+re+dt+ns+gp+ff,CBT,active,9,19,0,*,*,*,14.13,3.6,15,*,*,*,14.29,4.14,15,PSQI,0,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17.9,H
Prados2020,CBTI-C,2020,individual,*,Spain,multi,49,9.48,17,20,9,1. formal_DSM,1,0,3. phy_fibromyalgia,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,9,20,1,*,*,*,15.56,4.05,17,*,*,*,13.18,4.6,17,PSQI,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17.9,H
Quintiliani2017,PI-,2017,individual,*,Italy,single,59.56,14.41,19,14,0,1. formal_ICSD,1,19,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sd,PE,control,2,20,3,*,*,*,17.78,4.26,19,*,*,*,13.11,5.68,19,ISI,3,1,*,*,*,315.6,112.2,19,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,S
Quintiliani2017,PI+,2017,individual,*,Italy,single,64.42,12.94,19,10,0,1. formal_ICSD,1,19,0. primary_insomnia,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,sd+cr+ns+ind+ff,CT,active,2,20,5,*,*,*,15.74,4.27,19,*,*,*,12.16,6.62,19,ISI,5,1,*,*,*,343.2,88.8,19,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,S
Redeker2015,CBTI,2015,individual,*,USA,single,61.9,13.3,29,15,7,2. informal_ISI,2,0,3. phy_heart_failure,,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+w+dt+ns+gp+ff,CBT,active,8,31,15,15,ISI<8,ISI,15.38,4.79,29,*,*,*,7.76,5.21,29,ISI,14,2,82.4,14.4,29,386.4,89.4,29,18.8,11.2,29,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.7,S
Redeker2015,Attention Control,2015,individual,*,USA,single,55.2,16.2,19,10,7,2. informal_ISI,2,0,3. phy_heart_failure,,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,se+sd+w+dt+ns+gp+ff,WL,control,8,21,6,6,ISI<8,ISI,14,4.33,19,*,*,*,10.32,5.3,19,ISI,6,2,73.9,11.8,19,374.4,79.2,19,22.6,18.6,19,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7.7,S
Redeker2022,CBT-I,2022,individual,*,USA,multi,62,13.1,91,38,9,2. informal_ISI,2,0,3. phy_heart_failure,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,se+sd+cr+sr+sc+re+dt+ns+ind+gp+ff,CBT,active,8,100,28,28,ISI<8,ISI,15.3,4.5,91,-6.08,4.388120327,91,9.22,4.9,91,ISI,33,9,84.4,11.1,91,*,*,*,21.08,25.2,91,*,*,*,30,30,ISI,8.61,4.9,79,-6.69,4.483514247,*,32,ISI,48,7.4,L
Redeker2022,Attention Control,2022,individual,*,USA,multi,64.1,12.6,84,37,3,2. informal_ISI,2,0,3. phy_heart_failure,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,se+sd+dt+ns+ind+gp+ff,PE,control,8,89,17,17,ISI<8,ISI,14.6,4.6,84,-3.59,4.307621153,84,11.01,4.9,84,ISI,20,5,78.05,11.1,84,*,*,*,37.63,25.2,84,*,*,*,17,17,ISI,10.03,4.9,70,-4.57,4.582575695,*,21,ISI,48,7.4,L
Ritterband2009,Wait-list,2009,individual,*,USA,multi,45.05,11.67,22,16,9,1. formal_DSM,1,22,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,9,22,0,0,ISI<8,ISI,16.27,3.99649911,22,*,*,*,15.5,4.451190625,22,ISI,1,0,81.6,7.3,22,380.04,59.82,22,32.75,16.49,22,51.81,26.58,22,*,*,*,*,*,*,*,*,*,*,*,*,2.3,S
Ritterband2009,SHUTi,2009,individual,*,USA,multi,44.68,10.61,22,18,6,1. formal_DSM,1,22,0. primary_insomnia,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,se+sd+cr+sr+sc+dt+ns+ae,CBT,active,9,22,16,16,ISI<8,ISI,15.73,3.972567977,22,*,*,*,6.59,4.451190625,22,ISI,13,1,89.3,5,22,404.92,61.46,22,18.12,12.84,22,29.89,19.83,22,*,*,*,*,*,*,*,*,*,*,*,*,2.3,S
Ritterband2012,Internet,2012,individual,*,USA,multi,53.7,10.8,14,14,*,1. formal_DSM,1,0,3. phy_cancer,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,se+sd+cr+sr+sc+dt+ns+ae,CBT,active,9,14,6,*,*,*,17.1,*,14,*,*,*,8.2,4.9,14,ISI,6,0,85.67,6.5,13,396.05,49.64,13,19.88,16.79,13,31.99,21.76,13,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Ritterband2012,Control,2012,individual,*,USA,multi,59.6,12.3,14,10,*,1. formal_DSM,1,0,3. phy_cancer,,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,sd+w+dt+ns,WL,control,9,14,1,*,*,*,15.9,*,14,*,*,*,14.4,4.9,14,ISI,1,0,79.75,11.45,13,373.05,63.6,13,35.23,22.31,13,30.99,19.72,13,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Ritterband2017,SHUTi,2017,individual,*,USA,multi,43.75,11.34,151,103,77,3. others,3,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,se+sd+cr+sr+sc+dt+ns+ae,CBT,active,9,151,54,54,ISI<8,ISI,17.03,4.01,151,*,*,*,9.33,5.48,133,ISI,49,18,85.59,11.01,128,375.6,73.2,128,24.18,27.4,128,38.76,33.68,128,69,69,ISI,7.36,5.72,122,*,*,*,62,ISI,48,9.2,L
